aluminium,ammonia,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,is_safe
 0.06 ,26.52,0.01,0.88,0.03,0.03,0.08,0.76,1.33,0.37,0.003,0.077,17.5,1.99,0.007,0.08,3.66,0.05,0.03,0.06,0
 0.09 ,3.12,0.06,1.77,0.08,0.09,0.05,0.69,0.14,0.44,0.008,0.155,5.88,1.33,0.01,2.61,0.1,0.02,0.08,0.02,0
 0.05 ,0.58,0,2.74,0.09,0.03,0.02,0.26,0.59,0.61,0.61,0.008,12.69,1.61,0.001,1.25,2.39,0.08,0.07,0.06,0
 0.08 ,24.87,0.02,0.85,0.05,0.65,0.08,0.93,0.62,0.35,0.004,0.198,8.62,1.2,0.001,10.25,1.88,0.06,0.05,0,0
 0.05 ,18.67,0.02,0.16,0.09,0.08,0.07,1.72,0.91,0.38,0.008,0.019,4.07,1.35,0.008,2.98,0.74,0.03,0.01,0.04,0
 0.08 ,16.92,0.09,1.16,0.02,0.43,0.08,0.77,1.4,0.7,0.7,0.115,14.19,1.39,0.005,0.21,2.21,0.07,0.05,0.07,0
 0.04 ,9.29,0.06,0.2,0.08,0.29,0.01,1.36,0.31,0.84,0.84,0.1,14.65,1.18,0.004,7.21,0.67,0.03,0.08,0.06,0
 0.04 ,10.48,0.08,0.28,0.09,0.46,0.01,1,0,0.51,0.51,0.169,5.45,1.56,0.001,4.37,0.56,0.1,0.06,0.02,0
 0.01 ,18.45,0.05,0.95,0.1,0.03,0.07,1.48,0.45,0.59,0.59,0.053,4.21,1.73,0.005,0.55,5.28,0.08,0.03,0.04,0
 0.04 ,27.79,0.07,2.7,0.01,0.18,0.01,1.4,0.05,0.3,0.003,0.142,3.73,1.2,0.008,2.35,4.68,0.05,0.06,0.02,0
 0.03 ,0.7,0.09,0.29,0.02,0.3,0.05,0.33,0.74,0.32,0.005,0.008,1.59,1.98,0.001,1.83,1.31,0,0.04,0.04,0
 0.05 ,8.2,0.08,0.57,0.01,0.54,0.1,0.17,0.95,0.62,0.62,0.021,10.39,1.17,0.005,3.89,2.54,0.08,0.06,0.07,0
 0.02 ,28.49,0.03,0.08,0.06,0.19,0.03,1.18,1.1,0.38,0.005,0.044,6.87,1.45,0.006,0.46,0.14,0.06,0.06,0,0
 0.03 ,11.63,0.04,0.94,0.07,0.04,0.05,1.51,1.33,0.16,0.003,0.004,18.29,1.93,0.001,0.45,1.81,0.08,0.03,0.04,0
 0.02 ,26.69,0.08,0.11,0.08,0.05,0.05,0.84,0.33,0.89,0.89,0.048,12.51,1.67,0.006,4.86,0.96,0.06,0.06,0.08,0
 0.01 ,10.11,0.06,0.26,0.01,0.19,0.05,0.19,1.18,0.71,0.71,0.162,6.82,1.35,0.001,3.52,0.58,0.07,0.09,0.03,0
 0.08 ,29.12,0.02,0.84,0,0.1,0.06,1.98,0.63,0.99,0.99,0.005,14.86,1.51,0.01,3.46,3.57,0,0.09,0.06,0
 0.05 ,15.2,0.05,1.28,0.02,0.07,0.03,1.12,1.15,0.69,0.69,0.121,2.47,1.38,0.003,2.69,5.66,0.1,0.07,0.03,0
 0.07 ,28.24,0.02,1.53,0.09,0.4,0.05,1.84,0.4,0.59,0.59,0.178,5.29,1.22,0.004,0.48,3.99,0.02,0.01,0.02,0
 0.09 ,8.33,0.01,0.68,0.03,0.44,0,1.35,0.32,0.29,0.008,0.198,15.91,1.99,0.001,2.63,3.6,0.06,0.03,0.01,0
 0.03 ,14.7,0.09,2.42,0,0.42,0.09,1.71,0.65,0.64,0.64,0.12,3.01,1.68,0.002,0.12,0.69,0.05,0,0.04,0
 0.07 ,1.66,0.05,0.35,0.05,0.15,0.05,1.31,0.33,0.58,0.58,0.113,8.5,1.6,0.01,3.01,0.24,0.02,0.09,0,0
 0.00 ,25.57,0.02,0.86,0.08,0.1,0.07,0.53,0.88,0.93,0.93,0.076,14.87,1.05,0.009,0.43,0.67,0.05,0.05,0.05,0
 0.00 ,23.18,0.04,0.09,0.08,0.07,0.05,1.23,0.66,0.93,0.93,0.155,16.93,1.41,0.002,12.66,3.79,0.07,0.06,0.04,0
 0.06 ,29.11,0.09,1.56,0.08,0.1,0.08,1.19,0.38,0.84,0.84,0.064,7.23,1,0.005,2.84,2.4,0.07,0.04,0.06,0
 0.09 ,12.86,0.08,0.56,0.05,0.14,0,0.38,0.61,0.2,0.001,0.03,1.43,1.01,0.009,1.31,1.46,0,0.09,0.04,0
 0.03 ,8.2,0.06,0.56,0.06,0.08,0.07,1.76,0.21,0.98,0.98,0.01,2.57,1.61,0.002,0.49,0.48,0.09,0.02,0.01,0
 0.05 ,10.84,0.06,0.7,0,0.13,0.07,1.13,1.34,0.48,0.003,0.162,1.99,1.45,0.008,3.18,0.47,0.03,0.04,0.07,0
 0.07 ,2.54,0.05,2.07,0.02,0.21,0.05,1.85,0.33,0.6,0.6,0.16,5.35,1.37,0.003,1.62,3.88,0.02,0.01,0.07,0
 0.08 ,24.56,0.03,0.77,0.02,0.41,0.04,1.45,0.11,0.19,0.004,0.133,13.26,1.68,0.005,12.14,0.77,0,0.05,0.08,0
 0.05 ,12.39,0.06,0.41,0.06,0.54,0.07,0.23,0.21,0.54,0.54,0.097,17.64,1.56,0.009,3,0.5,0.05,0.01,0.05,0
 0.09 ,12.31,0.05,0.21,0.05,0.18,0.07,0.11,0.11,0.41,0,0.003,1.68,1.27,0.004,0.52,0.59,0.05,0.01,0.09,0
 0.06 ,17.6,0.01,0.24,0.1,0.26,0.07,1.6,0.52,0.51,0.51,0.125,9.29,1.43,0.002,0.81,0.85,0.04,0,0.01,0
 0.01 ,27.52,0.08,1.19,0.08,0.01,0.05,0.83,0.59,0.85,0.85,0.025,0.86,1.56,0.001,0.83,5.02,0.03,0.04,0.08,0
 0.02 ,24.31,0.1,0.12,0.03,0,0.06,0.68,0.01,0.95,0.95,0.006,0.67,1.25,0.01,7.71,3.07,0.04,0.04,0.08,0
 0.10 ,1.12,0.03,0.87,0.01,0.02,0,0.4,1.41,0.82,0.82,0.023,8.8,1.78,0,6.35,2.25,0.09,0.04,0.02,0
 0.03 ,8.72,0.01,0.9,0,0.05,0.06,1.43,1.35,0.27,0.004,0.026,7.13,1.97,0.009,1.26,5.49,0.07,0.08,0.06,0
 0.00 ,24.2,0.05,0.68,0.04,0.09,0.05,1.23,0.52,0.62,0.62,0.022,12.63,1.93,0.003,0.22,1.82,0.04,0.08,0.01,0
 0.01 ,28.98,0.05,0.88,0.05,0.08,0.08,0.15,0.98,0.91,0.91,0.187,8.96,1.42,0.004,0.01,0.16,0.02,0.05,0.05,0
 0.07 ,22.08,0.04,0.66,0.09,0.01,0.07,1.21,1.33,0.55,0.55,0.116,12.05,1.58,0.009,0.75,0.86,0.03,0.01,0.03,0
 0.06 ,28.27,0.07,2.91,0.02,0.26,0.1,1.5,0.48,0.65,0.65,0.125,14.07,1.67,0,1.63,2.76,0.06,0.08,0.06,0
 0.07 ,12.26,0.06,0.03,0.06,0.07,0.09,1.56,0.25,0.54,0.54,0.023,8.32,1.39,0.008,2.51,0.59,0.03,0.02,0.09,0
 0.05 ,24.06,0.04,0.24,0.06,0.08,0,1.67,0.5,0.89,0.89,0.062,7.04,1.09,0.007,0.84,2.71,0.1,0.02,0.04,0
 0.07 ,7.57,0.1,0.16,0.1,0.12,0.04,1.65,1.23,0.02,0.006,0.048,10.42,1.58,0.002,8.09,0.53,0.1,0.02,0.01,0
 0.07 ,28.57,0.02,0.64,0.02,0.04,0.06,0.57,0.92,0.48,0.006,0.037,6.39,1.82,0.007,1.79,0.36,0.05,0.08,0.05,0
 0.08 ,0.14,0.08,1.56,0.07,0.05,0.05,0.24,1.19,0.27,0.003,0.13,4.22,1.9,0.009,0.05,0.8,0.07,0.05,0.06,0
 0.05 ,28.72,0.02,0.23,0.07,0.13,0.03,1.25,1.34,0.79,0.79,0.037,6.42,1.13,0.01,12.89,0.05,0.05,0.03,0.08,0
 0.05 ,8.58,0.07,0.15,0.05,0.35,0.04,0.02,1.05,0.56,0.56,0.174,13.07,1.79,0.006,1.55,0.57,0.06,0.04,0.07,0
 0.09 ,1.93,0.04,0.95,0.04,0.15,0.02,0.1,1.47,0.9,0.9,0.097,2.42,1.16,0.003,1.44,1.97,0.01,0.01,0.01,0
 0.04 ,24.02,0.06,0.02,0.08,0.5,0.09,1.81,0,0,0.003,0.12,1.8,1.34,0.008,9.14,0.04,0.03,0.09,0.01,0
 0.02 ,4.58,0.05,0.14,0.02,0.33,0.04,1.11,0.07,0.29,0.002,0.155,12.01,1.19,0.002,8.02,0.43,0.07,0.01,0.01,0
 0.02 ,19.93,0.09,0.23,0.01,0.12,0.03,1.76,0.61,0.53,0.53,0.105,8.93,1.31,0.007,4.84,0.55,0.02,0.07,0.07,0
 0.06 ,6.63,0.08,2.57,0.04,0.03,0.1,1.52,0.94,0.15,0.008,0.042,2.06,1.43,0.008,0.37,0.26,0.05,0.07,0.02,0
 0.00 ,28.52,0.01,0.58,0.1,0,0.01,0.9,0.28,0.19,0.001,0.059,9.91,1.7,0.006,0.34,0.23,0.06,0.07,0.08,0
 0.04 ,0.41,0.02,0.86,0.05,0.04,0.02,1.21,0.32,0.01,0.004,0.021,1.41,1.09,0.002,3.5,1.54,0,0,0.02,0
 0.03 ,9.66,0.02,0.45,0.03,0.59,0.01,0.39,1.35,1,1,0.158,0.9,1.34,0.009,3.86,2.01,0.01,0.1,0.07,0
 0.07 ,13.16,0.01,0.7,0.07,0.03,0.01,0.44,0.08,0.63,0.63,0.044,16.61,1.8,0.008,1.48,1.54,0.02,0.1,0.09,0
 0.01 ,6.06,0.03,1.22,0.01,0.62,0.09,0.84,0.64,0.46,0.002,0.074,7.28,1.42,0.002,4.81,4.81,0.07,0.09,0.05,0
 0.04 ,23.28,0.01,0.16,0.04,0.02,0.02,1.35,1.03,0.04,0.007,0.067,13.92,1.31,0,2.67,1.78,0.05,0.1,0,0
 0.06 ,20.16,0.06,0.71,0.09,0.11,0.03,1.68,1.4,0.16,0.005,0.164,10.88,1.54,0.005,0.96,1.85,0.09,0.05,0.06,0
 0.03 ,17.88,0.02,0.07,0.09,0.15,0.05,1.18,1.34,0.72,0.72,0.17,16.32,1.94,0.006,5.39,2.04,0.08,0.07,0.08,0
 0.01 ,6.12,0.1,0.15,0.07,0.21,0.08,1.95,1.48,0.34,0.004,0.183,3.84,1.67,0.005,2.77,6.45,0.06,0.03,0.08,0
 0.10 ,29.71,0.1,0.01,0.06,0.19,0.08,1.34,0.69,0.77,0.77,0.11,0.52,1.23,0.003,6.54,0.73,0.06,0.08,0.04,0
 0.09 ,8.03,0.03,0.04,0.04,0.06,0.09,0.69,1.32,0.62,0.62,0.103,13.78,1.51,0.01,2.11,1.68,0.06,0.1,0,0
 0.03 ,9.11,0.07,1.15,0.02,0.66,0.05,1.85,0.88,0.36,0.005,0.072,2.78,1.18,0.009,0.74,0.99,0.1,0.03,0.06,0
 0.02 ,28.9,0.05,0.38,0.09,0.6,0.06,0.34,0.61,0.98,0.98,0.076,0.54,1.06,0.003,0.45,0.41,0.04,0.03,0.05,0
 0.02 ,24.53,0.04,0.96,0.02,0.03,0.01,1.42,1.03,0.01,0.008,0.014,10.99,1.47,0.006,0.34,0.94,0.06,0.06,0.06,0
 0.09 ,23.4,0.07,0.86,0.03,0.67,0.06,1.97,0.12,0.52,0.52,0.121,10.85,1.09,0.002,1.42,4.94,0.08,0.01,0.01,0
 0.09 ,18.84,0.05,0.75,0.08,0.03,0.09,1.85,1.43,0.68,0.68,0.089,4.43,1.15,0.004,0.37,0.09,0.03,0.04,0.04,0
 0.04 ,19.88,0.04,0.77,0.01,0.22,0.05,1.23,0.51,0.57,0.57,0.176,3.88,1.02,0.001,5.51,3.76,0.02,0,0.05,0
 0.04 ,5.13,0.01,0.67,0.06,0.05,0.04,0.67,0.25,0.74,0.74,0.169,6.98,1.39,0.001,2.57,1.22,0.06,0.03,0.02,0
 0.08 ,2.02,0.09,0.18,0.09,0.02,0.05,0.28,0.93,0.82,0.82,0.175,17.17,1.58,0.003,2.14,2.87,0.01,0.02,0.02,0
 0.10 ,15.9,0.04,0.88,0.01,0.05,0.03,1.46,0.93,0.83,0.83,0.166,8.14,1.77,0.007,0.18,0.62,0.08,0.09,0.02,0
 0.07 ,24.05,0.03,0.44,0.07,0.03,0.09,1.88,0.45,0.38,0.009,0.128,4.08,1.67,0.002,4.24,0.86,0.01,0.09,0.07,0
 0.05 ,28.66,0.02,1.54,0.01,0.32,0,1.95,1.18,0.81,0.81,0.075,0.44,1.12,0.005,3.7,3.75,0.08,0.09,0.01,0
 0.06 ,11.53,0.08,0.05,0.08,0.08,0.06,0.24,1.23,0,0.008,0.196,9.6,1.65,0.008,5.07,2.82,0.03,0.09,0.07,0
 0.09 ,6.04,0.03,0.16,0.04,0.09,0.03,1.63,0.26,0.61,0.61,0.142,2.11,1.47,0.006,2.42,0.71,0,0.07,0,0
 0.08 ,5.69,0.08,0.2,0.07,0.45,0.09,0.47,0.9,0.16,0.007,0.037,3.67,1.47,0.001,2.66,0.29,0.09,0.06,0.05,0
 0.02 ,17.82,0.02,0.1,0.1,0.02,0.03,1.54,0.05,0.45,0.009,0.111,15.01,1.07,0.006,6.59,2.88,0.05,0.02,0.03,0
 0.01 ,16.67,0.08,0.81,0.02,0.22,0.08,0.88,0.12,0.87,0.87,0.143,13.48,1.73,0.009,3.62,0.44,0.07,0.04,0.02,0
 0.06 ,17.31,0.09,0.74,0.04,0.08,0.05,0,1.25,0.11,0.003,0.014,16.44,1.88,0.01,0.12,0.93,0.07,0,0.02,0
 0.03 ,13.91,0.08,1.72,0,0.01,0.05,0.76,0.47,0.74,0.74,0.175,12.61,1.12,0.005,1.89,0.4,0.07,0.02,0.07,0
 0.10 ,5.48,0.03,0.32,0.01,0.03,0.07,1.64,0.78,0.8,0.8,0.092,0.62,1.11,0.01,0.12,0.85,0,0.04,0.03,0
 0.03 ,22.38,0.02,2.03,0.08,0.08,0.04,1.58,0.57,0.6,0.6,0.146,0.14,1.58,0.01,5.32,2.4,0.07,0.05,0.03,0
 0.01 ,0.11,0.03,0.03,0.1,0.04,0.04,1.95,0.48,0.29,0.002,0.174,15.72,1.48,0.01,4.25,0.7,0.05,0.02,0.07,0
 0.05 ,26.24,0.07,0.19,0.06,0.12,0.02,1.81,0.92,0.7,0.7,0.018,0.35,1.7,0.008,0.15,0.91,0.03,0.01,0.01,0
 0.02 ,10.16,0.1,0.92,0.05,0.09,0.1,1.22,1.23,0.96,0.96,0.142,0.92,1.19,0.002,6.03,0.73,0.02,0.09,0.04,0
 0.08 ,16.7,0.03,0.54,0.02,0.01,0.01,1.05,0.86,0.37,0.002,0.113,0.23,1.48,0.01,4.19,5.07,0.08,0.07,0.03,0
 0.08 ,18.4,0.08,0.32,0.05,0.14,0.05,0.38,0.47,0.04,0.007,0.176,18.79,1.54,0.008,1.35,4.84,0.06,0.08,0.02,0
 0.08 ,14.82,0.01,0.77,0.1,0.04,0.01,1.46,0.45,0.3,0.008,0.197,15.13,1.9,0.001,0.18,2.65,0.05,0.06,0.06,0
 0.06 ,22.68,0.06,0.25,0.06,0.54,0.03,1.52,0.67,0.68,0.68,0.105,5,1.36,0.003,0.82,2.43,0.04,0.09,0.01,0
 0.04 ,21.4,0.04,0.58,0.06,0.04,0.05,0.95,1,0.75,0.75,0.119,8.99,1.13,0.009,7.62,0.08,0.09,0.07,0.02,0
 0.01 ,22.42,0.09,0.94,0.01,0.57,0.08,1.64,1.06,0.07,0.001,0.147,7.5,1.76,0.002,4.45,3.93,0.03,0.02,0.07,0
 0.08 ,27.15,0.05,1.65,0.07,0.01,0.04,1.24,0.66,0.68,0.68,0.182,2.19,1.2,0.009,0.17,0.61,0.01,0.04,0.07,0
 0.08 ,16.31,0.08,0.93,0,0.04,0.03,1.43,1.39,0.11,0,0.118,5.46,1.76,0.001,0.4,0.9,0.04,0.02,0.07,0
 0.00 ,17.85,0.09,0.14,0.04,0.01,0.02,1.32,0.95,0.61,0.61,0.16,11.75,1.27,0.002,4.21,0.96,0.05,0.09,0.04,0
 0.09 ,24.69,0.03,0.83,0.07,0.37,0.08,0.15,1.19,0.09,0.005,0.032,15.36,1.24,0.005,0.1,5,0.09,0.09,0.06,0
 0.07 ,2.08,0.01,2.37,0.07,0.27,0.04,1.69,1.37,0.93,0.93,0.161,2.65,1.9,0.009,8.82,0.75,0.04,0,0.01,0
 0.05 ,27.98,0.01,0.89,0.08,0.28,0.1,0.8,0.91,0.15,0.008,0.05,9.65,1.42,0.005,0.82,6.86,0.09,0,0.01,0
 0.01 ,24.83,0.08,0.47,0.06,0.01,0.01,1.07,1.04,0.76,0.76,0.043,2.65,1.87,0.002,0.46,0.04,0.08,0.09,0,0
 0.07 ,0.3,0.03,1.84,0.04,0.36,0.1,0.53,1.05,0.38,0.003,0.076,11.5,1.32,0.01,0.45,1.45,0.07,0.1,0.05,0
 0.02 ,9.14,0.09,0.75,0.04,0.43,0.06,0.37,0.95,0.33,0.006,0.072,2.98,1.95,0.002,2.55,0.28,0.02,0.01,0.02,0
 0.08 ,20.64,0.07,0.48,0.06,0.09,0.06,0.83,1.09,0.34,0.005,0.084,5.88,1.46,0.001,0.32,1.37,0.06,0.04,0.01,0
 0.04 ,8.88,0.01,0.44,0.06,0.07,0.01,0.16,0.39,0.41,0.006,0.037,17.2,1.21,0.005,3.91,0.53,0.02,0.08,0.06,0
 0.08 ,13.22,0.09,1.1,0.01,0.09,0.03,0.88,0.28,0.15,0.005,0.097,7.35,1.34,0.004,1.67,0.49,0.03,0.07,0.08,0
 0.09 ,24.03,0.09,2.35,0.01,0.04,0,0.04,0.2,0.44,0.007,0.035,5.63,1.83,0.005,0.14,0.19,0.09,0.06,0.01,0
 0.01 ,3.48,0.09,0.23,0.01,0.42,0.03,0.29,0.57,0.64,0.64,0.154,16.29,1.96,0.002,0.09,0.73,0.04,0.03,0,0
 0.06 ,27.5,0.09,0.85,0.01,0.24,0.09,1.04,1.36,0.72,0.72,0.161,12.25,1.27,0.008,1.34,3.3,0.06,0.09,0.04,0
 0.05 ,16.48,0.01,0.03,0.01,0.34,0.09,0.58,0.54,0.2,0.005,0.147,8.51,1.67,0,4.86,2.93,0,0.06,0,0
 0.10 ,2.01,0.04,0.9,0.03,0.09,0.06,0.81,0.54,0.11,0.005,0.019,15.41,1.8,0.007,0.25,0.22,0.09,0.07,0.03,0
 0.02 ,19.16,0.02,1.18,0.02,0.46,0.06,0.78,0.06,0.54,0.54,0.081,2.72,1.54,0.007,6.57,0.16,0.05,0.01,0.06,0
 0.01 ,20.44,0.09,0.92,0.03,0.44,0.04,0.11,1.22,0.52,0.52,0.176,3.77,1.84,0.006,0.21,0.57,0.01,0.09,0.08,0
 0.02 ,0.12,0.05,0.79,0.01,0.04,0.06,1.8,0.72,0.57,0.57,0.088,9.41,1.39,0.009,2.29,1.18,0.03,0.01,0.02,0
 0.03 ,17.23,0.04,1.35,0.08,0.33,0.05,0.87,0.3,0.76,0.76,0.022,6.92,1.75,0.009,8.93,3.53,0.09,0.01,0.06,0
 0.09 ,7.52,0.07,0.48,0.06,0.17,0.04,0.42,0.07,0.32,0,0.015,14.66,1.46,0.004,2.37,4.31,0.03,0.05,0.04,0
 0.02 ,1.41,0.06,0.93,0.08,0.1,0.08,1.83,0.04,0.84,0.84,0.11,11.04,1.36,0.002,0.87,1.76,0.09,0.01,0.06,0
 0.08 ,16.99,0.09,1.78,0.04,0.17,0.04,0.07,0.76,0.49,0.003,0.109,17.16,1,0.01,2.04,1.58,0.09,0.05,0.03,0
 0.01 ,22.06,0.06,0.23,0.02,0.09,0,1.65,0.61,0.78,0.78,0.146,16.5,1.4,0.003,0.19,1.78,0.05,0.06,0.06,0
 0.00 ,4.89,0.04,0.77,0.05,0.59,0.01,0.2,0.86,0.1,0.005,0.191,18.68,1.68,0.007,0.43,0.19,0,0.03,0.02,0
 0.08 ,26.23,0.01,0.43,0.01,0.02,0.07,0.94,1.13,0.81,0.81,0.017,1.55,1.81,0.008,4.56,1.24,0.03,0.09,0.05,0
 0.01 ,1.37,0.04,0.87,0,0.28,0.09,1.77,0.78,0.22,0.005,0.053,0.48,1.65,0.006,1.63,1.46,0.01,0.09,0.05,0
 0.05 ,19.99,0.09,0.44,0.04,0.06,0.06,1.93,0.02,0.49,0.007,0.194,11.49,1.05,0.008,9.88,0.1,0.06,0.09,0.02,0
 0.06 ,1.81,0.01,0.38,0.09,0,0.03,0.03,0.73,0.9,0.9,0.024,9.49,1.71,0.007,0.05,6.69,0.03,0.03,0.08,0
 0.07 ,3.83,0.07,0.19,0.04,0.08,0.02,0.5,1.31,0.13,0.009,0.068,13.52,1.35,0,0.33,0.4,0.08,0.06,0.03,0
 0.00 ,8.02,0,0.78,0.09,0.02,0.05,1.56,1.47,0.97,0.97,0.166,12.39,1.29,0.005,5.36,0.92,0.05,0.07,0.01,0
 0.07 ,21.55,0.07,1.12,0.09,0.05,0.08,1.26,0.04,0.46,0.007,0.046,11.37,1.44,0.007,3.3,0.12,0.1,0.01,0.07,0
 0.01 ,8.46,0.05,0.25,0.1,0.05,0.08,1.33,0.71,0.66,0.66,0.014,7.64,1.55,0.006,7.78,5.49,0.01,0.04,0.02,0
 0.09 ,9.94,0.04,0.15,0.03,0.26,0.07,0.73,1.06,0.69,0.69,0.011,8.32,1.47,0.007,0.47,0.35,0.02,0.05,0.08,0
 0.07 ,10.54,0.06,0.72,0.08,0.12,0.04,0.88,1.13,0.5,0.5,0.03,8.25,1.8,0.006,4.8,1.72,0.09,0.04,0.03,0
 0.08 ,24,0.07,0.28,0.09,0.01,0.06,1.43,0.63,0.59,0.59,0.146,2.27,1.24,0.008,3.55,0.04,0.07,0.05,0.07,0
 0.05 ,24.52,0.09,1.83,0.1,0.21,0.04,0.99,0.36,0.34,0.007,0.114,7.65,1.3,0.001,0.68,5.42,0.02,0.09,0,0
 0.08 ,14.36,0.05,1.31,0.05,0.08,0.04,0.26,1.41,0.34,0.004,0.05,7.85,1.16,0.003,0.33,0.11,0.03,0.06,0.04,0
 0.01 ,6.37,0.05,0.36,0.08,0.02,0.05,1.58,0.43,0.98,0.98,0.187,8.88,1.77,0.001,4.45,0.07,0.06,0.05,0.07,0
 0.05 ,21.69,0.07,0.83,0.08,0.04,0.09,1.65,0.03,0.17,0.001,0.067,5.56,1.64,0.001,0.15,1.27,0.03,0.03,0,0
 0.09 ,9.66,0.01,0.38,0.05,0.08,0.03,1.52,1.02,0.39,0.002,0.071,17.71,1.71,0.003,4.55,1,0.04,0.08,0.02,0
 0.09 ,27.01,0.08,0.64,0.09,0.05,0.01,0.69,1.39,0.89,0.89,0.005,8.17,1.46,0.005,0.42,0.37,0.08,0.09,0,0
 0.01 ,17.91,0.09,0.36,0.07,0.17,0.03,0.55,1.01,0.68,0.68,0.198,11.97,1.02,0.007,0.1,0.57,0.03,0.04,0.06,0
 0.03 ,5.21,0.09,2.39,0.05,0.13,0.05,0.29,1.14,0.77,0.77,0.174,9.12,1.1,0.006,3.5,0.34,0.04,0.04,0.09,0
 0.07 ,18.2,0.09,0.63,0.04,0.01,0.02,0.56,1.49,0.58,0.58,0.05,11.82,1.06,0.003,3.98,0,0.08,0,0.06,0
 0.05 ,20.04,0.05,1.27,0.08,0.35,0.05,1.62,0.98,0.07,0.008,0.107,4.09,1.67,0.007,10.62,0.71,0.09,0.08,0.02,0
 0.09 ,26.4,0.03,0.92,0.09,0.57,0,0.36,0.03,0.23,0.004,0.055,5.22,1.96,0,11.32,0.25,0.09,0.01,0.05,0
 0.08 ,23.62,0.06,1.16,0.02,0.4,0.06,1.53,0.33,0.8,0.8,0.164,6.92,1.53,0.006,0.35,0.88,0.05,0.01,0.06,0
 0.01 ,0.05,0.08,0.02,0.04,0.09,0.05,0.69,1.35,0.04,0,0.139,1.1,1.64,0.006,2.86,1,0.04,0.04,0.07,0
 0.06 ,0.01,0.06,0.86,0.09,0.02,0.05,1.05,0.28,0.7,0.7,0.096,18.41,1.42,0.007,5.51,3.9,0.03,0.04,0.08,0
 0.10 ,3.59,0.03,0.24,0.05,0.26,0.04,0.81,1.43,0.72,0.72,0.037,4.41,1.26,0.003,0.43,0.01,0.09,0.08,0,0
 0.10 ,9.43,0.06,0.66,0.04,0.07,0.07,0.9,1.24,0.6,0.6,0.061,0.37,1.16,0.007,3.72,0.05,0.06,0,0.03,0
 0.06 ,19.63,0.03,0.99,0.07,0.43,0.06,1.26,1.27,0.23,0.008,0.176,14.58,1.1,0,6.27,5.23,0.07,0.06,0.04,0
 0.09 ,11.68,0.07,0.1,0.09,0.28,0.07,1.73,0.8,0.93,0.93,0.174,16.88,1.45,0.006,3.55,2.72,0.05,0.01,0.07,0
 0.02 ,16.77,0.03,2.21,0.09,0.04,0.09,1.72,0.73,0.81,0.81,0.155,10.32,1.86,0.001,0.04,0.13,0.07,0.01,0.09,0
 0.04 ,26.48,0.07,0.82,0.07,0.39,0.05,1.92,1.44,0.13,0.002,0.154,2.17,1.87,0.007,3.63,0.55,0.01,0.03,0.05,0
 0.03 ,24.41,0.01,0.44,0.09,0.02,0.02,1.92,1.42,0.67,0.67,0.194,0.62,1.34,0.004,1.08,0.21,0.01,0.05,0.09,0
 0.03 ,11.99,0,1.87,0.08,0.04,0.05,0.38,0.27,0.08,0.006,0.131,12.32,1.77,0.001,2.11,5.3,0.02,0.05,0.05,0
 0.05 ,0.45,0.05,1.81,0.05,0.01,0.02,1.31,0.63,0.44,0.003,0.139,15.88,1.83,0.002,6.57,0.56,0.1,0.07,0.08,0
 0.06 ,5.67,0.04,0.14,0.02,0.22,0.07,0.04,1.37,0.84,0.84,0.032,4.38,1.48,0.007,0.2,0.97,0.07,0.02,0,0
 0.03 ,26.47,0,0.03,0.09,0.1,0.01,1.76,1.44,0.95,0.95,0.162,4.69,1.66,0.009,2.63,1.53,0.05,0.08,0.05,0
 0.03 ,7.29,0.05,1.38,0.07,0.04,0.06,1.97,0.08,0.69,0.69,0.184,7.92,1.74,0.003,2.08,1.23,0.01,0.04,0.07,0
 0.05 ,0.56,0.05,0.56,0.09,0.09,0.1,0.85,1.35,0.05,0.008,0.059,6.74,1.4,0.003,3.07,0.42,0.03,0,0.03,0
 0.08 ,6.07,0.01,1.53,0.08,0.61,0.07,0.3,1.02,0.88,0.88,0.032,10.94,1.64,0.004,2.47,0.09,0.07,0.1,0.02,0
 0.06 ,21.95,0.09,0.77,0.02,0.05,0.03,0.16,0.12,0.63,0.63,0.026,4.85,1.85,0.007,2.42,1.35,0.07,0.04,0,0
 0.01 ,9.36,0.05,0.63,0.09,0.02,0.04,1.17,0.9,0.95,0.95,0.014,17.66,1.04,0.007,0.34,0.5,0.1,0.08,0.04,0
 0.05 ,10.54,0.08,0.13,0.06,0.19,0.08,0.54,0.72,0.28,0.001,0.028,18.72,1.56,0.006,3.51,0.19,0.01,0.02,0.09,0
 0.08 ,13.48,0.07,1.23,0.06,0.07,0.09,1.45,0.04,0.13,0.007,0.074,16.31,1.54,0.008,1.34,1.56,0.09,0.06,0,0
 0.09 ,10.87,0.05,2.88,0.07,0.08,0.09,0.41,0.24,0.61,0.61,0.127,15.88,1.77,0.006,4.78,0.86,0.07,0.06,0.03,0
 0.01 ,1.76,0.09,0.07,0.05,0.1,0.01,1,1.33,0.49,0.001,0.031,12.3,1.87,0.009,0.95,1.66,0.09,0.1,0.03,0
 0.03 ,2.3,0.01,0.39,0.04,0.03,0.04,0.46,1.31,0.64,0.64,0.093,13.37,1.16,0.004,3.53,0.74,0.07,0.03,0.03,0
